SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2011,LAA,27,25,0,0,142.0,166,81,75,14,71,74,6,11,0,0,0,-0.6,1.67,4.75
2012,COL,19,12,0,0,64.2,74,43,39,9,33,41,5,6,1,0,0,0.4,1.65,5.43
2013,COL,20,20,1,0,111.1,118,44,39,5,41,66,8,5,0,0,0,3.4,1.43,3.15
2014,COL,4,4,0,0,24.0,21,13,12,4,8,20,1,0,0,0,0,0.2,1.21,4.50
2016,COL,27,27,0,0,158.0,147,75,68,15,70,117,12,9,0,0,0,3.6,1.37,3.87
2017,COL,33,25,1,1,147.2,136,79,77,20,77,120,8,15,1,0,0,2.2,1.44,4.69
2018,CHC,9,9,0,0,45.2,34,20,19,2,40,41,3,4,0,0,0,0.5,1.62,3.74
