SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2010,KC,51,0,0,0,49.2,54,29,28,6,22,31,1,3,0,15,4,0.0,1.53,5.07
2011,KC,55,0,0,0,69.2,66,30,29,5,32,62,5,3,1,5,2,0.7,1.41,3.75
2013,CLE,2,0,0,0,1.1,1,0,0,0,3,1,0,0,0,0,0,0.0,3.00,0.00
2014,CLE,7,0,0,0,6.1,4,5,5,0,7,7,0,1,0,0,0,-0.1,1.74,7.11
2016,CIN,70,0,0,0,76.2,72,38,34,9,38,81,6,5,1,15,5,0.6,1.43,3.99
2017,LAA,17,0,0,0,17.0,20,9,9,3,4,22,2,0,0,0,0,0.0,1.41,4.76
2017,CIN,55,0,0,0,57.1,64,40,36,5,29,62,1,4,0,3,1,-0.7,1.62,5.65
2017,Total,72,0,0,0,74.1,84,49,45,8,33,84,3,4,0,3,1,-0.7,1.57,5.45
2018,LAA,13,0,0,0,11.2,8,3,3,1,7,10,1,0,0,4,0,0.3,1.29,2.31
