YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,OAK,28,96,11,25,1,0,1,11,6,16,2,0,.260,.298,.302,.600,0.4
2017,OAK,8,13,3,4,1,0,1,5,1,3,0,0,.308,.357,.615,.972,0.1
2018,TB,38,125,14,36,5,2,1,11,9,28,3,1,.288,.336,.384,.720,1.5
