SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2014,PHI,1,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0.1,0.00,0.00
2015,PHI,32,0,0,0,40.1,38,19,17,8,10,41,2,2,0,2,0,0.4,1.19,3.79
2016,PHI,79,0,0,0,80.1,59,26,23,9,30,102,4,4,2,28,4,2.0,1.11,2.58
2017,PHI,74,0,0,0,74.2,68,26,25,9,26,86,4,5,26,4,3,2.0,1.26,3.01
2018,PHI,21,0,0,0,19.0,16,9,9,3,10,22,1,3,9,0,3,0.2,1.37,4.26
