YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2011,CHC,37,60,3,15,2,0,0,4,1,12,0,0,.250,.262,.283,.545,-0.3
2012,COL,81,229,26,68,12,4,2,22,13,42,1,2,.297,.332,.410,.742,1.2
2013,COL,109,404,39,113,21,3,2,28,19,67,18,7,.280,.311,.361,.672,1.4
2014,COL,149,494,59,132,15,5,5,42,33,97,10,10,.267,.315,.348,.663,1.6
2015,COL,150,564,85,170,21,5,6,61,50,107,23,3,.301,.358,.388,.746,2.3
2016,COL,146,552,104,192,32,8,11,66,66,80,11,7,.348,.416,.495,.911,5.2
2017,COL,155,609,95,189,28,4,8,64,59,90,6,5,.310,.374,.409,.783,2.9
2018,COL,32,129,20,36,8,0,5,13,14,21,3,1,.279,.350,.457,.807,1.2
