SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,CIN,10,10,0,0,47.2,67,47,39,12,19,43,0,7,0,0,0,-1.4,1.80,7.36
2017,CIN,12,1,0,0,17.2,11,11,10,3,19,17,1,1,1,1,0,-0.1,1.70,5.09
2018,CIN,4,1,0,0,5.0,5,5,3,2,1,7,0,0,0,0,0,-0.2,1.20,5.40
