YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,TOR,34,119,11,30,5,0,2,8,2,28,0,0,.252,.264,.345,.609,1.4
2014,TOR,67,181,14,34,6,3,1,15,5,42,0,1,.188,.209,.271,.480,0.1
2015,TOR,128,376,52,94,16,4,5,45,39,83,2,1,.250,.318,.354,.672,2.7
2016,TOR,77,183,13,34,9,2,3,12,9,48,1,1,.186,.228,.306,.534,-0.6
2017,TOR,143,418,37,99,21,1,9,62,31,96,3,2,.237,.286,.356,.642,-0.2
2018,KC,24,65,6,17,4,0,0,4,3,21,0,0,.262,.294,.323,.617,-0.0
