YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2012,ARI,22,85,19,22,3,2,2,5,14,15,2,3,.259,.382,.412,.794,0.8
2013,ARI,66,250,40,63,10,4,3,22,17,44,5,2,.252,.314,.360,.674,-0.0
2014,CHW,123,486,76,146,26,10,1,35,43,83,15,9,.300,.362,.401,.763,5.2
2015,CHW,153,610,98,175,28,9,14,56,58,131,18,8,.287,.361,.431,.792,3.9
2016,CHW,157,619,91,176,29,9,14,59,63,115,14,5,.284,.362,.428,.790,6.2
2017,WSH,23,91,24,27,7,1,2,13,14,18,3,1,.297,.393,.462,.855,0.4
2018,WSH,8,29,10,10,3,0,2,5,3,2,0,0,.345,.424,.655,1.079,0.4
