YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,CHC,115,364,62,92,17,3,24,68,39,129,8,4,.253,.328,.514,.842,1.8
2018,CHC,41,118,18,30,6,1,8,17,19,55,2,0,.254,.362,.525,.887,0.3
