SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,MIN,14,14,0,0,58.1,74,56,52,12,35,49,3,7,0,0,0,-1.7,1.87,8.02
2017,MIN,26,25,0,0,145.2,131,71,63,15,48,139,14,8,0,0,0,1.7,1.23,3.89
2018,MIN,10,10,1,1,61.1,44,26,26,8,12,59,5,4,0,0,0,1.0,0.91,3.82
