SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,OAK,13,0,0,0,17.0,12,8,8,4,6,16,1,2,1,2,1,0.1,1.06,4.24
2016,OAK,70,0,0,0,74.1,50,23,20,10,15,73,5,5,3,15,3,2.2,0.87,2.42
2017,OAK,49,0,0,0,42.0,37,30,24,7,16,45,2,2,0,20,2,-0.6,1.26,5.14
2018,OAK,13,0,0,0,10.2,14,7,7,2,4,12,0,0,0,3,0,-0.1,1.69,5.91
