YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,TEX,36,108,16,22,3,1,6,14,15,57,3,0,.204,.301,.417,.718,0.4
2016,TEX,17,25,2,1,0,0,1,1,5,19,1,0,.040,.200,.160,.360,-0.3
2017,TEX,145,449,85,94,18,3,41,80,75,196,7,2,.209,.333,.537,.870,3.2
2018,TEX,50,186,28,37,7,0,14,31,18,72,1,1,.199,.277,.462,.739,-0.2
