YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,NYY,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0.0
2016,NYY,53,201,34,60,12,0,20,42,24,57,1,0,.299,.376,.657,1.033,3.0
2017,NYY,122,471,79,131,20,0,33,90,40,120,2,1,.278,.345,.531,.876,4.1
2018,NYY,42,149,29,34,11,0,12,33,22,40,0,0,.228,.329,.544,.873,1.4
