YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2012,TEX,9,17,2,3,2,0,1,2,0,4,0,0,.176,.176,.471,.647,-0.2
2013,TEX,85,286,30,67,11,0,6,26,26,63,2,4,.234,.308,.336,.644,0.1
2016,TEX,90,272,35,65,6,3,5,20,30,61,2,1,.239,.321,.338,.659,0.0
2017,TEX,22,58,8,10,2,0,0,5,9,14,1,1,.172,.294,.207,.501,0.0
2018,TEX,45,156,19,37,14,2,3,26,16,27,3,0,.237,.313,.410,.723,0.0
