YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,WSH,22,42,1,12,4,1,0,5,2,14,0,0,.286,.318,.429,.747,-0.1
2017,WSH,74,251,41,63,21,1,13,30,23,69,6,0,.251,.313,.498,.811,0.3
2018,WSH,13,24,3,6,0,0,1,8,5,11,2,1,.250,.387,.375,.762,-0.1
