SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,WSH,18,0,0,0,21.1,25,11,8,2,4,17,1,1,0,1,0,0.0,1.36,3.38
2016,WSH,37,0,0,0,41.0,31,12,11,1,21,47,2,4,0,9,1,1.1,1.27,2.41
2017,WSH,30,0,0,0,26.0,22,17,17,4,13,28,1,0,1,6,0,-0.2,1.35,5.88
2018,WSH,26,0,0,0,17.2,15,8,8,1,9,24,1,1,0,6,2,0.1,1.36,4.08
