YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,TEX,121,425,83,111,22,10,2,37,53,101,25,8,.261,.344,.374,.718,1.1
2016,TEX,74,182,36,38,7,0,4,13,15,54,8,3,.209,.275,.313,.588,-0.2
2017,TEX,120,376,75,101,15,2,6,22,44,109,29,8,.269,.347,.367,.714,2.2
2018,TEX,32,123,21,28,5,0,2,6,13,35,9,2,.228,.312,.317,.629,1.0
