SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,TEX,5,2,0,0,14.0,22,14,14,1,3,13,1,1,0,0,0,-0.3,1.79,9.00
2013,TEX,17,17,0,0,89.0,116,67,63,15,31,68,7,7,0,0,0,-1.6,1.65,6.37
2013,CHC,10,0,0,0,9.0,4,3,2,0,3,8,0,2,0,3,0,0.2,0.78,2.00
2013,Total,27,17,0,0,98.0,120,70,65,15,34,76,7,9,0,3,0,-1.5,1.57,5.97
2014,CHC,73,0,0,0,69.0,59,32,29,4,27,70,5,2,0,11,1,0.4,1.25,3.78
2015,CHC,62,0,0,0,49.2,31,18,11,4,26,67,3,5,3,15,3,0.7,1.15,1.99
2016,CHC,68,0,0,0,52.2,47,24,24,5,23,65,2,1,0,10,0,0.1,1.33,4.10
2017,CHC,50,0,0,0,55.1,47,34,34,12,27,59,1,2,1,4,2,-0.4,1.34,5.53
2018,KC,10,0,0,0,7.0,12,17,17,2,9,6,0,2,0,3,2,-1.6,3.00,21.86
