YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,DET,85,244,33,59,9,1,4,23,22,67,3,2,.242,.316,.336,.652,0.4
2015,CIN,97,372,42,104,19,2,13,48,17,94,4,1,.280,.315,.446,.761,0.8
2016,CIN,159,565,78,140,25,2,21,70,51,155,11,5,.248,.317,.411,.728,1.5
2017,CIN,156,534,87,139,25,2,26,82,84,147,4,5,.260,.367,.461,.828,3.7
2018,CIN,34,125,18,35,10,1,8,38,16,27,0,0,.280,.356,.568,.924,1.6
