YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,MIA,57,215,32,46,10,2,9,23,11,56,1,0,.214,.275,.405,.680,-0.0
2014,MIA,49,158,31,36,6,2,5,17,13,38,1,0,.228,.326,.386,.712,-0.1
2015,MIA,90,250,38,64,14,3,10,24,23,65,0,2,.256,.346,.456,.802,0.1
2016,MIA,128,351,39,98,20,5,7,42,32,84,1,0,.279,.374,.425,.799,2.4
2017,MIA,135,406,56,101,22,5,13,53,36,98,0,1,.249,.334,.424,.758,1.4
2018,MIA,46,168,19,43,9,1,4,15,5,45,0,0,.256,.309,.393,.702,-0.6
