YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,TOR,36,102,11,21,4,0,3,13,4,29,0,1,.206,.250,.333,.583,-0.2
2014,TOR,53,116,19,31,9,0,2,7,4,28,1,2,.267,.295,.397,.692,0.9
2015,TOR,159,586,76,163,31,2,12,56,28,85,25,4,.278,.314,.399,.713,5.2
2016,TOR,146,548,59,146,35,2,7,53,24,90,14,6,.266,.303,.376,.679,3.4
2017,TOR,154,587,72,150,37,1,16,42,33,95,15,6,.256,.300,.404,.704,2.8
2018,TOR,50,186,26,52,18,2,4,20,12,34,8,0,.280,.324,.462,.786,1.8
