SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,CHW,11,0,0,0,10.1,10,6,5,0,5,6,1,0,0,0,0,-0.0,1.45,4.35
2017,CHW,40,0,0,0,43.2,38,22,22,7,20,51,3,2,9,2,1,0.2,1.33,4.53
2018,CHW,5,0,0,0,3.1,3,4,4,0,9,5,0,0,0,0,0,-0.1,3.60,10.80
