SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2014,NYY,15,14,0,0,78.2,81,38,33,8,29,81,5,4,0,0,0,0.6,1.40,3.78
2015,DET,18,16,0,0,83.2,103,67,64,13,27,50,4,8,0,0,0,-1.8,1.55,6.88
2016,DET,50,3,0,0,60.1,58,39,39,3,22,59,5,4,2,16,1,-0.6,1.33,5.82
2017,DET,71,0,0,0,67.2,50,21,20,6,34,73,4,3,9,14,4,2.4,1.24,2.66
2018,DET,23,0,0,0,22.1,21,13,10,4,8,25,2,2,11,0,3,-0.1,1.30,4.03
