SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2014,MIN,10,9,0,0,45.2,59,41,40,7,22,44,3,6,0,0,0,-1.2,1.77,7.88
2015,MIN,48,16,0,0,114.2,127,53,51,11,26,110,8,9,0,7,2,1.5,1.33,4.00
2016,MIN,44,0,0,0,42.2,39,26,25,7,17,60,2,2,0,6,2,-0.1,1.31,5.27
