YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,STL,108,417,55,119,26,1,25,65,21,124,1,0,.285,.325,.532,.857,2.7
2018,STL,41,150,22,39,8,0,8,19,16,50,0,0,.260,.351,.473,.824,1.6
