SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,COL,19,19,0,0,114.1,119,50,45,12,28,99,5,6,0,0,0,3.5,1.29,3.54
2017,COL,17,15,0,0,86.0,88,48,46,16,26,81,6,6,0,0,0,1.3,1.33,4.81
2018,COL,10,10,0,0,49.1,47,29,26,8,19,47,3,1,0,0,0,0.3,1.34,4.74
