SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,CIN,10,0,0,0,7.1,11,7,7,1,7,5,0,0,0,2,0,-0.2,2.45,8.59
2017,CIN,69,0,0,0,64.2,53,28,27,8,24,57,3,4,0,16,2,0.7,1.19,3.76
2018,CIN,26,0,0,0,23.1,20,11,9,0,19,18,1,2,0,3,0,0.1,1.67,3.47
