YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,ARI,20,56,3,12,3,0,2,8,2,8,0,0,.214,.254,.375,.629,-0.2
2016,ARI,134,461,59,130,31,1,16,53,31,100,1,1,.282,.329,.458,.787,0.0
2017,ARI,135,445,41,119,37,2,13,63,28,103,1,1,.267,.317,.447,.764,1.6
2018,NYY,8,23,2,5,1,0,1,4,4,6,0,0,.217,.333,.391,.724,0.0
