YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,MIN,3,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,-0.1
2016,MIN,113,396,52,93,20,2,17,63,42,93,6,2,.235,.309,.424,.733,2.4
2017,MIN,147,511,67,124,32,2,19,69,47,114,6,1,.243,.312,.425,.737,2.1
2018,MIN,45,157,20,39,14,1,6,21,21,25,0,1,.248,.335,.465,.800,0.6
