SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,NYY,9,2,0,0,18.2,21,16,16,4,10,18,0,1,0,0,0,-0.3,1.66,7.71
2018,MIA,10,10,0,0,49.1,35,21,21,4,25,65,3,5,0,0,0,0.5,1.22,3.83
