YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,STL,12,16,4,7,1,0,0,1,2,1,0,0,.438,.500,.500,1.000,0.1
2017,STL,106,272,47,84,13,1,14,46,32,60,4,0,.309,.379,.518,.897,1.4
2018,STL,45,170,19,53,12,0,5,30,20,26,1,2,.312,.385,.471,.856,0.2
