SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,NYM,8,4,0,0,21.1,27,21,18,5,8,17,0,4,0,0,0,-0.9,1.64,7.59
2013,NYM,3,1,0,0,7.0,12,8,8,2,3,3,0,1,0,0,0,-0.4,2.14,10.29
2013,COL,4,4,0,0,19.0,33,21,21,4,2,8,0,3,0,0,0,-0.7,1.84,9.95
2013,Total,7,5,0,0,26.0,45,29,29,6,5,11,0,4,0,0,0,-1.0,1.92,10.04
2014,HOU,25,25,0,0,154.2,117,53,47,13,41,157,11,9,0,0,0,4.2,1.02,2.73
2015,HOU,32,32,0,0,203.2,207,89,88,19,53,171,19,7,0,0,0,3.1,1.28,3.89
2016,HOU,33,33,1,0,184.2,206,92,89,25,54,177,13,10,0,0,0,1.2,1.41,4.34
2017,HOU,12,12,0,0,63.1,62,27,25,7,20,62,5,2,0,0,0,1.2,1.29,3.55
2018,HOU,15,0,0,0,19.2,12,1,1,1,5,26,1,0,0,0,0,0.6,0.86,0.46
