SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,DET,11,10,0,0,50.2,56,39,37,12,19,36,1,4,0,0,0,-0.9,1.48,6.57
2015,TOR,2,2,0,0,6.2,15,11,11,5,1,7,0,2,0,0,0,-0.5,2.40,14.85
2015,Total,13,12,0,0,57.1,71,50,48,17,20,43,1,6,0,0,0,-1.4,1.59,7.53
2016,DET,20,18,0,0,97.1,97,51,49,17,29,82,6,5,0,0,0,1.0,1.29,4.53
2017,DET,26,25,1,1,135.0,157,84,79,18,53,110,6,11,0,0,0,1.3,1.56,5.27
2018,DET,9,9,0,0,52.0,39,19,19,3,17,41,2,4,0,0,0,1.5,1.08,3.29
