YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,KC,13,24,2,6,1,0,1,5,3,4,0,0,.250,.333,.417,.750,0.1
2018,KC,8,24,2,5,2,0,0,2,1,4,0,0,.208,.240,.292,.532,0.0
