SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,STL,21,1,0,0,28.1,31,16,16,1,9,24,2,1,1,3,0,-0.2,1.41,5.08
2014,STL,57,7,0,0,89.1,90,41,40,4,36,84,2,4,1,17,5,0.1,1.41,4.03
2015,STL,31,29,0,0,179.2,168,65,60,13,63,184,14,7,0,1,0,3.9,1.29,3.01
2016,STL,31,31,0,0,195.1,169,68,66,15,70,174,16,9,0,0,0,5.4,1.22,3.04
2017,STL,32,32,2,2,205.0,179,93,83,27,71,217,12,11,0,0,0,2.9,1.22,3.64
2018,STL,8,8,0,0,50.0,32,12,9,1,22,47,3,2,0,0,0,1.6,1.08,1.62
