SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2010,CLE,12,12,1,0,73.0,72,38,37,10,19,43,6,4,0,0,0,0.3,1.25,4.56
2011,CLE,26,26,0,0,165.1,157,80,78,24,21,89,12,7,0,0,0,1.8,1.08,4.25
2012,CLE,21,16,0,0,103.1,126,74,73,18,25,56,5,8,0,0,0,-1.3,1.46,6.36
2013,CLE,1,0,0,0,2.0,2,0,0,0,0,0,0,0,0,0,0,0.1,1.00,0.00
2014,CLE,25,16,1,1,104.0,120,66,55,18,14,94,6,9,0,0,0,-0.6,1.29,4.76
2015,CLE,10,10,2,0,65.2,47,22,22,13,8,57,7,2,0,0,0,1.9,0.84,3.02
2016,CLE,30,29,0,0,174.0,187,97,85,36,20,118,13,9,0,0,0,1.6,1.19,4.40
2017,CLE,26,26,1,0,141.0,166,80,78,23,14,109,10,9,0,0,0,1.0,1.28,4.98
2018,CLE,9,6,0,0,33.0,47,30,28,16,6,19,0,4,0,0,0,-0.9,1.61,7.64
