SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,PIT,19,0,0,0,18.0,16,8,7,2,12,20,0,0,0,2,0,0.2,1.56,3.50
2018,PIT,21,0,0,0,20.1,15,6,6,1,4,17,2,0,0,5,0,0.5,0.93,2.66
