YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,TB,15,35,2,6,3,0,0,2,0,8,0,0,.171,.171,.257,.428,-0.2
2016,TB,42,119,10,27,7,0,3,15,4,36,0,0,.227,.252,.361,.613,0.4
2017,TOR,46,130,10,19,5,0,2,7,3,35,1,0,.146,.176,.231,.407,-0.2
2018,TOR,24,76,14,23,5,1,2,14,11,29,1,0,.303,.391,.474,.865,1.1
