SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2014,NYY,20,20,3,1,136.1,123,47,42,15,21,141,13,5,0,0,0,3.3,1.06,2.77
2015,NYY,24,24,1,0,154.0,126,66,60,25,27,139,12,7,0,0,0,3.1,0.99,3.51
2016,NYY,31,31,0,0,199.2,179,75,68,22,36,165,14,4,0,0,0,5.4,1.08,3.07
2017,NYY,30,30,1,1,178.1,180,100,94,35,41,194,13,12,0,0,0,1.0,1.24,4.74
2018,NYY,10,10,0,0,56.1,48,33,31,11,14,50,5,2,0,0,0,0.1,1.10,4.95
