YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,COL,17,19,2,3,1,0,0,1,5,5,0,0,.158,.333,.211,.544,-0.1
2018,COL,28,50,3,9,1,0,0,3,10,22,0,0,.180,.317,.200,.517,-0.3
