YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,CHC,52,213,25,36,6,0,9,20,15,95,5,1,.169,.227,.324,.551,-1.1
2015,CHC,28,76,4,22,6,0,1,4,4,24,1,2,.289,.325,.408,.733,0.6
2016,CHC,142,421,50,115,19,1,14,59,15,108,12,3,.273,.314,.423,.737,3.4
2017,CHC,145,469,75,128,24,2,23,75,30,144,10,3,.273,.317,.480,.797,2.9
2018,CHC,44,176,28,47,9,5,11,38,6,42,6,1,.267,.297,.563,.860,1.5
