YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,STL,111,404,71,121,28,3,17,65,41,60,4,4,.300,.369,.510,.879,3.5
2017,STL,79,286,31,74,17,0,7,20,13,42,4,1,.259,.290,.392,.682,-0.7
2018,TOR,32,102,15,22,4,0,6,13,6,16,1,1,.216,.273,.431,.704,0.3
