SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,CLE,10,10,0,0,52.0,44,18,18,7,15,65,2,3,0,0,0,1.2,1.13,3.12
2014,CLE,20,20,1,1,110.0,117,57,52,13,35,120,6,8,0,0,0,0.8,1.38,4.25
2015,CLE,30,30,0,0,185.0,156,79,71,23,53,195,14,10,0,0,0,3.3,1.13,3.45
2016,CLE,25,25,0,0,137.1,121,61,59,16,63,161,11,6,0,0,0,2.9,1.34,3.87
2017,CLE,23,19,0,0,103.0,94,51,49,14,44,145,5,6,0,0,0,1.3,1.34,4.28
