SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,COL,16,8,0,0,44.2,55,34,28,6,20,30,1,3,0,3,1,-0.5,1.68,5.64
2014,COL,21,0,0,0,24.2,42,26,25,4,10,13,0,2,0,1,1,-1.1,2.11,9.12
2015,COL,20,20,0,0,115.0,120,56,54,11,42,98,8,6,0,0,0,2.6,1.41,4.23
2016,COL,32,32,1,1,186.0,204,107,99,22,59,138,14,8,0,0,0,1.7,1.41,4.79
2017,COL,9,9,0,0,46.1,52,27,26,8,11,30,2,4,0,0,0,0.6,1.36,5.05
2018,COL,10,10,0,0,60.0,50,22,22,6,22,39,4,1,0,0,0,1.8,1.20,3.30
