SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2011,ATL,17,0,0,0,17.1,16,9,9,1,9,17,1,1,0,5,2,-0.2,1.44,4.67
2014,CHC,5,0,0,0,5.0,5,3,3,1,3,4,0,0,0,0,0,0.0,1.60,5.40
2015,ATL,36,0,0,0,33.2,27,7,6,1,13,37,3,1,9,3,1,1.2,1.19,1.60
2016,ATL,43,0,0,0,38.2,37,25,19,3,26,50,1,4,10,0,4,-0.5,1.63,4.42
2017,ATL,62,0,0,0,57.1,42,19,18,7,21,64,5,3,14,17,3,1.7,1.10,2.83
2018,ATL,22,0,0,0,21.2,14,6,6,2,10,22,1,2,9,0,2,0.6,1.11,2.49
