SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,PHI,42,0,0,0,40.0,36,18,17,5,11,40,1,3,0,15,2,0.4,1.18,3.83
2017,PHI,59,0,0,0,57.2,57,29,27,4,28,75,2,7,0,9,3,0.5,1.47,4.21
2018,PHI,21,0,0,0,18.2,15,4,2,2,8,22,1,0,1,5,1,0.7,1.23,0.96
