YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2012,BAL,77,153,15,33,2,1,6,19,6,43,1,0,.216,.258,.359,.617,-0.3
2013,BAL,85,246,28,55,11,0,10,27,19,62,2,0,.224,.293,.390,.683,1.0
2014,BAL,102,281,33,62,15,1,7,32,22,68,1,0,.221,.288,.356,.644,1.1
2015,BAL,91,267,34,54,8,3,9,31,26,81,0,0,.202,.281,.356,.637,-0.4
2016,BAL,74,157,16,34,7,0,3,15,17,48,2,0,.217,.291,.318,.609,0.4
2017,BAL,23,38,5,8,1,0,0,4,4,10,0,0,.211,.302,.237,.539,-0.1
2018,ATL,36,109,13,30,5,0,2,10,15,26,3,2,.275,.368,.376,.744,0.1
