YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2012,SD,60,192,28,57,7,1,8,36,31,39,0,0,.297,.394,.469,.863,2.7
2013,SD,28,88,13,19,8,0,1,9,18,18,0,0,.216,.352,.341,.693,0.5
2014,SD,128,377,47,85,19,1,15,49,58,115,3,0,.225,.327,.401,.728,1.2
2015,LAD,115,355,43,83,12,0,16,47,65,92,0,1,.234,.353,.403,.756,1.4
2016,LAD,126,390,49,89,14,1,27,72,64,116,1,3,.228,.339,.477,.816,2.9
2017,LAD,129,438,50,108,27,0,22,58,40,130,0,1,.247,.308,.459,.767,2.2
2018,LAD,43,145,23,37,9,0,8,28,20,36,0,1,.255,.353,.483,.836,1.1
