SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,NYY,23,0,0,0,23.0,20,6,5,0,4,13,0,0,0,2,0,0.6,1.04,1.96
2017,BAL,57,0,0,0,63.1,62,23,14,6,13,26,2,1,0,3,0,1.3,1.18,1.99
2018,BAL,22,0,0,0,25.1,27,4,4,0,4,11,3,0,0,5,1,1.4,1.22,1.42
