SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,NYY,1,1,0,0,2.1,8,6,6,2,2,1,0,0,0,0,0,-0.3,4.29,23.14
2013,NYY,34,2,0,0,77.0,80,29,29,10,30,64,3,2,1,1,0,1.2,1.43,3.39
2014,NYY,69,0,0,0,78.2,63,27,26,4,24,76,3,6,3,23,3,1.4,1.11,2.97
2015,NYY,43,17,0,0,131.1,114,51,48,10,39,104,7,7,1,3,0,2.8,1.16,3.29
2016,NYY,29,0,0,0,30.1,28,13,11,4,10,25,4,2,0,6,2,0.4,1.25,3.26
2016,CHC,29,1,0,0,35.0,31,24,23,7,19,27,3,2,0,6,1,-0.9,1.43,5.91
2016,Total,58,1,0,0,65.1,59,37,34,11,29,52,7,4,0,12,3,-0.5,1.35,4.68
2017,NYY,46,0,0,0,57.1,35,19,15,4,15,54,3,2,1,11,3,1.4,0.87,2.35
2018,NYY,8,0,0,0,8.1,10,3,3,1,4,11,0,1,0,1,0,0.1,1.68,3.24
