YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,TEX,145,516,59,137,13,3,20,64,39,112,0,2,.266,.320,.419,.739,0.4
2017,TEX,148,554,64,140,30,2,20,101,55,127,2,2,.253,.323,.422,.745,0.1
2018,TEX,51,193,29,52,9,1,11,31,17,47,0,0,.269,.335,.497,.832,0.7
