SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,SEA,3,3,0,0,15.0,11,7,6,0,4,12,1,0,0,0,0,0.1,1.00,3.60
2014,SEA,8,5,1,0,38.0,31,12,11,2,18,34,2,3,0,0,0,0.9,1.29,2.61
2015,SEA,29,29,1,0,169.2,163,92,86,25,40,157,11,8,0,0,0,1.1,1.20,4.56
2016,SEA,25,25,1,1,134.1,129,75,63,27,37,119,8,11,0,0,0,0.4,1.24,4.22
2017,ARI,28,28,0,0,157.1,148,76,61,17,61,146,9,9,0,0,0,2.7,1.33,3.49
2018,ARI,3,3,0,0,13.0,15,5,5,1,5,9,0,0,0,0,0,0.2,1.54,3.46
