YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2011,STL,7,15,0,1,1,0,0,0,4,4,0,0,.067,.263,.133,.396,-0.2
2012,STL,114,296,44,87,22,5,6,46,34,63,1,1,.294,.365,.463,.828,1.0
2013,STL,157,626,126,199,55,7,11,78,72,98,3,3,.318,.392,.481,.873,6.6
2014,STL,158,595,99,162,33,2,8,59,95,111,5,3,.272,.375,.375,.750,3.0
2015,STL,154,574,101,156,44,3,28,84,81,151,4,3,.272,.365,.505,.870,4.0
2016,STL,129,473,81,128,36,6,21,68,81,108,0,4,.271,.380,.505,.885,3.4
2017,STL,145,497,91,120,31,2,23,69,109,125,2,1,.241,.384,.451,.835,2.9
2018,STL,43,146,17,29,13,0,4,17,26,46,0,0,.199,.320,.370,.690,0.8
