SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,NYY,7,0,0,0,5.2,6,3,3,0,3,3,0,0,0,0,0,0.0,1.59,4.76
2016,NYY,27,0,0,0,29.0,30,15,15,7,12,34,0,0,0,0,0,0.2,1.45,4.66
2017,CLE,56,0,0,0,54.2,39,20,17,7,20,72,1,2,0,6,0,1.0,1.08,2.80
2018,CLE,12,0,0,0,11.2,15,9,9,4,5,12,0,2,0,2,1,-0.3,1.71,6.94
