SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,SF,7,0,0,0,6.2,6,2,2,1,3,11,0,0,0,0,1,0.2,1.35,2.70
2018,SF,20,0,0,0,21.2,15,6,4,1,14,24,1,0,0,0,1,0.5,1.34,1.66
