SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,SF,35,0,0,0,28.2,24,12,7,4,8,27,2,0,0,11,2,0.2,1.12,2.20
2016,SF,59,0,0,0,36.1,31,20,19,7,19,25,1,3,0,18,3,-0.1,1.38,4.71
2017,SF,54,0,0,0,43.1,48,32,30,7,27,43,3,2,0,6,1,-0.6,1.73,6.23
2018,SF,12,0,0,0,12.0,20,11,11,2,7,10,0,0,0,2,1,-0.5,2.25,8.25
