SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,PHI,7,0,0,0,5.0,9,6,6,1,2,2,0,0,0,1,0,-0.4,2.20,10.80
2017,DET,55,0,0,0,37.2,37,16,16,5,15,33,0,1,0,9,2,0.8,1.38,3.82
2018,DET,26,0,0,0,16.2,21,11,11,1,11,13,1,3,0,7,3,-0.3,1.92,5.94
