SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,NYY,13,0,0,0,13.0,13,11,11,2,5,15,1,2,0,0,0,-0.3,1.38,7.62
2017,PIT,24,0,0,0,28.2,25,13,13,4,18,23,0,1,0,0,0,0.3,1.50,4.08
2018,DET,3,0,0,0,3.2,4,3,3,1,1,1,0,0,0,1,0,-0.1,1.36,7.36
