YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,KC,19,46,6,10,2,1,1,8,4,9,0,0,.217,.280,.370,.650,0.3
2016,KC,128,475,49,130,28,1,12,46,32,96,2,0,.274,.318,.413,.731,-0.2
2017,KC,58,143,10,33,7,0,2,18,9,39,0,0,.231,.275,.322,.597,-0.5
2018,KC,30,103,11,20,2,0,3,7,11,23,0,1,.194,.282,.301,.583,-0.3
