YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,CHC,24,89,11,26,8,1,5,20,6,24,1,0,.292,.330,.573,.903,1.0
2015,CHC,101,366,39,96,18,1,10,47,32,121,3,1,.262,.324,.399,.723,-0.1
2016,CHC,86,227,37,54,9,0,12,31,31,66,0,0,.238,.333,.436,.769,0.2
2017,KC,35,97,7,14,5,0,2,6,12,36,0,0,.144,.245,.258,.503,-1.4
2018,KC,44,161,21,45,13,0,5,20,23,49,2,1,.280,.379,.453,.832,0.7
