YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,NYY,27,84,10,15,2,0,4,10,9,42,0,1,.179,.263,.345,.608,-0.4
2017,NYY,155,542,128,154,24,3,52,114,127,208,9,4,.284,.422,.627,1.049,8.1
2018,NYY,47,176,37,50,11,0,13,38,37,63,2,1,.284,.412,.568,.980,2.4
