SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,DET,6,0,0,0,9.2,17,8,8,0,3,10,1,1,0,0,0,-0.2,2.07,7.45
2017,DET,45,0,0,0,62.2,64,36,34,9,31,44,3,2,0,2,0,0.3,1.52,4.88
2018,DET,18,0,0,0,17.2,18,5,5,1,8,7,2,1,1,1,1,0.6,1.47,2.55
