SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,STL,4,1,0,0,5.1,16,16,16,3,3,2,1,1,0,0,0,-0.8,3.56,27.00
2017,STL,3,0,0,0,4.2,8,8,6,2,4,3,0,0,0,0,0,-0.2,2.57,11.57
2018,STL,9,0,0,0,11.2,13,4,3,3,3,6,1,0,1,0,0,0.1,1.37,2.31
