SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,SF,7,0,0,0,10.0,11,4,4,1,5,6,1,0,0,0,0,0.1,1.60,3.60
2017,SF,13,10,0,0,58.2,59,25,24,5,28,51,4,4,1,0,1,1.2,1.48,3.68
2018,SF,10,10,0,0,53.0,53,31,29,6,24,42,5,3,0,0,0,-0.1,1.45,4.92
